pace,shooting,passing,dribbling,defending,physic,player_positions,Role
78.0,57.0,60.0,56.0,71.0,82.0,"RB, CB, LB",Defender
68.0,39.0,54.0,50.0,74.0,78.0,CB,Defender
57.0,76.0,56.0,67.0,25.0,70.0,ST,Forward
88.0,76.0,57.0,73.0,31.0,68.0,"ST, LW",Forward
74.0,72.0,72.0,74.0,53.0,53.0,"CAM, RM, LM",Midfielder
71.0,71.0,67.0,76.0,51.0,55.0,"ST, CAM",Midfielder
65.0,73.0,54.0,68.0,24.0,81.0,ST,Forward
73.0,67.0,72.0,78.0,41.0,54.0,"RM, CAM",Midfielder
69.0,39.0,59.0,64.0,72.0,77.0,CB,Defender
63.0,38.0,46.0,52.0,74.0,73.0,CB,Defender
86.0,72.0,55.0,72.0,22.0,70.0,"ST, LW, LM",Midfielder
79.0,47.0,61.0,74.0,70.0,71.0,RB,Defender
75.0,69.0,71.0,74.0,71.0,69.0,"CDM, CM",Midfielder
82.0,74.0,68.0,76.0,41.0,63.0,"ST, LM",Midfielder
66.0,49.0,61.0,59.0,73.0,78.0,"CDM, CM",Midfielder
63.0,34.0,58.0,57.0,75.0,70.0,CB,Defender
62.0,63.0,70.0,75.0,72.0,81.0,"CM, CAM, CDM",Midfielder
79.0,62.0,71.0,78.0,30.0,41.0,"RW, CM",Midfielder
61.0,36.0,63.0,60.0,75.0,68.0,"CB, CDM, CM",Defender
71.0,67.0,72.0,77.0,44.0,47.0,"CAM, RW, CM",Midfielder
90.0,70.0,61.0,78.0,33.0,59.0,RW,Forward
91.0,74.0,62.0,76.0,35.0,72.0,ST,Forward
81.0,56.0,65.0,74.0,69.0,75.0,"CDM, CM",Midfielder
71.0,48.0,68.0,71.0,71.0,74.0,LB,Defender
75.0,32.0,58.0,65.0,73.0,78.0,"CB, RB",Defender
79.0,53.0,60.0,63.0,73.0,75.0,"CB, RB",Defender
62.0,37.0,50.0,58.0,73.0,77.0,"CB, RB",Defender
87.0,65.0,67.0,77.0,30.0,54.0,"RW, RM, LW",Midfielder
72.0,60.0,73.0,73.0,70.0,74.0,CM,Midfielder
83.0,51.0,65.0,73.0,68.0,69.0,"RB, RWB",Defender
84.0,65.0,69.0,77.0,59.0,49.0,"CM, CDM",Midfielder
74.0,65.0,74.0,74.0,56.0,63.0,"CM, CAM",Midfielder
69.0,29.0,47.0,53.0,75.0,75.0,CB,Defender
78.0,64.0,74.0,77.0,50.0,54.0,"CAM, RM, LM",Midfielder
66.0,58.0,64.0,74.0,69.0,71.0,"CDM, CM",Midfielder
75.0,46.0,67.0,76.0,68.0,62.0,"RB, RM",Defender
69.0,61.0,69.0,70.0,72.0,70.0,"CDM, CM",Midfielder
73.0,60.0,69.0,69.0,70.0,70.0,"CDM, CM",Midfielder
72.0,67.0,68.0,81.0,21.0,58.0,"RW, LW",Forward
38.0,28.0,44.0,44.0,75.0,79.0,CB,Defender
75.0,30.0,50.0,58.0,74.0,72.0,CB,Defender
75.0,72.0,65.0,73.0,58.0,82.0,"ST, CAM, CM",Midfielder
83.0,71.0,54.0,68.0,30.0,81.0,ST,Forward
85.0,64.0,67.0,71.0,66.0,68.0,"LB, LWB",Defender
69.0,34.0,59.0,66.0,73.0,76.0,CB,Defender
60.0,42.0,61.0,61.0,73.0,74.0,CB,Defender
84.0,50.0,64.0,71.0,67.0,72.0,RB,Defender
79.0,66.0,66.0,80.0,52.0,54.0,"LM, LW, ST",Midfielder
71.0,44.0,62.0,68.0,71.0,62.0,LB,Defender
67.0,74.0,59.0,68.0,35.0,69.0,ST,Forward
74.0,72.0,72.0,74.0,41.0,63.0,CAM,Midfielder
91.0,50.0,65.0,77.0,64.0,68.0,"RB, RWB",Defender
82.0,67.0,71.0,78.0,49.0,62.0,"RW, LW, RM",Midfielder
82.0,72.0,52.0,74.0,29.0,65.0,ST,Forward
82.0,48.0,62.0,62.0,68.0,66.0,"RB, RM",Defender
75.0,75.0,51.0,61.0,28.0,85.0,ST,Forward
86.0,50.0,62.0,72.0,67.0,69.0,"RB, LB",Defender
78.0,69.0,67.0,77.0,49.0,62.0,"LW, LM",Midfielder
72.0,75.0,58.0,69.0,25.0,63.0,ST,Forward
82.0,65.0,67.0,74.0,31.0,47.0,"RM, RW",Midfielder
75.0,57.0,63.0,67.0,70.0,82.0,"CDM, CM",Midfielder
,,,,,,GK,Goalkeeper
76.0,74.0,71.0,75.0,37.0,59.0,"LM, LW",Midfielder
80.0,55.0,64.0,71.0,70.0,69.0,RB,Defender
72.0,70.0,64.0,73.0,64.0,65.0,CM,Midfielder
71.0,66.0,70.0,73.0,31.0,46.0,"RM, LM, ST",Midfielder
88.0,74.0,63.0,69.0,41.0,73.0,"RM, ST",Midfielder
80.0,64.0,70.0,78.0,40.0,56.0,LM,Midfielder
90.0,63.0,68.0,74.0,28.0,49.0,"LM, CF",Midfielder
73.0,69.0,74.0,74.0,32.0,59.0,"CAM, CF, RM",Midfielder
85.0,74.0,67.0,71.0,38.0,64.0,"LM, ST",Midfielder
70.0,54.0,65.0,68.0,71.0,73.0,LB,Defender
59.0,71.0,71.0,71.0,46.0,70.0,ST,Forward
50.0,44.0,60.0,57.0,74.0,71.0,"CB, LB",Defender
,,,,,,GK,Goalkeeper
71.0,63.0,69.0,72.0,72.0,69.0,"RB, CB",Defender
72.0,74.0,69.0,71.0,37.0,67.0,"ST, CF",Forward
60.0,62.0,72.0,68.0,71.0,68.0,LB,Defender
,,,,,,GK,Goalkeeper
56.0,70.0,66.0,72.0,37.0,67.0,"ST, CAM",Midfielder
,,,,,,GK,Goalkeeper
47.0,60.0,72.0,69.0,67.0,73.0,"CDM, CM",Midfielder
,,,,,,GK,Goalkeeper
34.0,73.0,72.0,66.0,73.0,72.0,"CM, CDM, CAM",Midfielder
56.0,74.0,62.0,65.0,39.0,67.0,ST,Forward
51.0,69.0,77.0,67.0,68.0,71.0,"CM, CDM",Midfielder
71.0,74.0,66.0,70.0,41.0,72.0,ST,Forward
,,,,,,GK,Goalkeeper
66.0,46.0,60.0,65.0,68.0,88.0,"CB, LB",Defender
,,,,,,GK,Goalkeeper
81.0,73.0,65.0,75.0,41.0,63.0,"LM, RM, ST",Midfielder
81.0,69.0,61.0,72.0,36.0,67.0,ST,Forward
41.0,65.0,70.0,64.0,68.0,75.0,"CDM, CM",Midfielder
60.0,66.0,67.0,68.0,73.0,65.0,"RB, CB",Defender
,,,,,,GK,Goalkeeper
68.0,40.0,66.0,61.0,72.0,75.0,"CB, RB, LB",Defender
40.0,51.0,45.0,41.0,73.0,68.0,CB,Defender
69.0,72.0,64.0,68.0,42.0,72.0,ST,Forward
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
36.0,45.0,61.0,63.0,69.0,81.0,"CDM, CB, CM",Defender
50.0,70.0,75.0,72.0,58.0,69.0,"CAM, CM, CDM",Midfielder
44.0,54.0,65.0,64.0,71.0,81.0,"CDM, CM",Midfielder
63.0,44.0,54.0,59.0,71.0,81.0,CB,Defender
75.0,71.0,69.0,75.0,48.0,64.0,"CAM, CF, LW",Midfielder
58.0,78.0,61.0,66.0,40.0,75.0,ST,Forward
73.0,72.0,58.0,70.0,33.0,79.0,"ST, LW",Forward
62.0,72.0,59.0,71.0,38.0,64.0,"ST, CAM",Midfielder
35.0,37.0,55.0,53.0,74.0,71.0,"CB, RB",Defender
66.0,69.0,70.0,71.0,59.0,64.0,"CAM, RM",Midfielder
43.0,44.0,51.0,51.0,72.0,84.0,CB,Defender
35.0,53.0,54.0,56.0,74.0,76.0,CB,Defender
62.0,72.0,63.0,69.0,35.0,77.0,ST,Forward
70.0,69.0,74.0,79.0,64.0,66.0,"CM, CAM, LW",Midfielder
67.0,52.0,63.0,65.0,69.0,71.0,"CDM, CM, RM",Midfielder
39.0,52.0,55.0,53.0,72.0,82.0,CB,Defender
46.0,48.0,53.0,58.0,71.0,77.0,CB,Defender
57.0,70.0,71.0,69.0,69.0,74.0,CDM,Midfielder
52.0,39.0,57.0,54.0,72.0,79.0,CB,Defender
58.0,67.0,68.0,68.0,71.0,71.0,"CDM, CM",Midfielder
38.0,25.0,46.0,36.0,74.0,71.0,CB,Defender
59.0,64.0,72.0,72.0,72.0,66.0,"RB, LB",Defender
78.0,54.0,62.0,68.0,69.0,73.0,"LB, LWB",Defender
71.0,69.0,69.0,77.0,32.0,48.0,"RW, RM, CAM",Midfielder
43.0,41.0,48.0,41.0,72.0,81.0,CB,Defender
50.0,72.0,53.0,59.0,33.0,77.0,ST,Forward
,,,,,,GK,Goalkeeper
38.0,52.0,59.0,60.0,70.0,82.0,CB,Defender
50.0,68.0,71.0,68.0,70.0,67.0,CM,Midfielder
63.0,74.0,51.0,69.0,25.0,62.0,ST,Forward
,,,,,,GK,Goalkeeper
74.0,57.0,68.0,72.0,69.0,69.0,"LB, LWB",Defender
53.0,66.0,73.0,72.0,70.0,63.0,"CM, CDM",Midfielder
69.0,73.0,58.0,71.0,30.0,63.0,"ST, LW, CF",Forward
53.0,27.0,49.0,50.0,72.0,81.0,CB,Defender
61.0,74.0,73.0,75.0,34.0,62.0,"CAM, LM, LW",Midfielder
68.0,71.0,66.0,70.0,45.0,76.0,ST,Forward
53.0,66.0,70.0,70.0,69.0,71.0,"CDM, CM",Midfielder
,,,,,,GK,Goalkeeper
65.0,67.0,73.0,71.0,68.0,72.0,"CM, CDM",Midfielder
72.0,57.0,67.0,67.0,72.0,69.0,LB,Defender
47.0,48.0,53.0,56.0,72.0,81.0,CB,Defender
67.0,41.0,58.0,46.0,72.0,74.0,CB,Defender
71.0,72.0,74.0,73.0,46.0,68.0,"CAM, RW, LW",Midfielder
86.0,70.0,61.0,74.0,36.0,76.0,"ST, LW",Forward
42.0,35.0,56.0,49.0,71.0,83.0,CB,Defender
84.0,67.0,65.0,71.0,63.0,68.0,"RM, RB",Defender
70.0,59.0,69.0,69.0,68.0,67.0,"RWB, RB, LWB",Defender
,,,,,,GK,Goalkeeper
76.0,68.0,66.0,76.0,34.0,75.0,"LM, LW",Midfielder
,,,,,,GK,Goalkeeper
82.0,40.0,64.0,64.0,68.0,74.0,"RWB, RB",Defender
82.0,69.0,68.0,74.0,36.0,61.0,"LM, RM",Midfielder
75.0,64.0,69.0,72.0,56.0,79.0,"RM, LM",Midfielder
38.0,68.0,76.0,73.0,46.0,58.0,"CAM, CM",Midfielder
79.0,69.0,60.0,70.0,23.0,68.0,"ST, RW",Forward
70.0,35.0,57.0,57.0,71.0,73.0,"CB, RB",Defender
75.0,54.0,69.0,73.0,70.0,67.0,"LB, RB",Defender
72.0,67.0,72.0,74.0,38.0,67.0,"RW, RM",Midfielder
39.0,35.0,49.0,56.0,73.0,77.0,CB,Defender
44.0,66.0,78.0,72.0,55.0,53.0,"CM, CDM",Midfielder
71.0,74.0,74.0,74.0,46.0,73.0,"CAM, CM, LM",Midfielder
78.0,56.0,61.0,62.0,72.0,81.0,"CDM, CB, CM",Defender
79.0,70.0,67.0,71.0,42.0,75.0,"ST, CAM",Midfielder
60.0,73.0,65.0,68.0,41.0,81.0,ST,Forward
64.0,74.0,70.0,74.0,43.0,63.0,"ST, CF, LW",Forward
56.0,65.0,66.0,72.0,68.0,74.0,"CDM, CM",Midfielder
72.0,57.0,68.0,64.0,67.0,71.0,LB,Defender
52.0,72.0,54.0,66.0,33.0,81.0,ST,Forward
76.0,59.0,69.0,72.0,66.0,65.0,"LB, LWB, LM",Defender
73.0,57.0,65.0,69.0,72.0,69.0,"LWB, CB",Defender
74.0,62.0,67.0,69.0,66.0,82.0,RB,Defender
,,,,,,GK,Goalkeeper
41.0,74.0,61.0,68.0,27.0,79.0,ST,Forward
69.0,60.0,70.0,73.0,61.0,70.0,"CM, CDM",Midfielder
76.0,70.0,69.0,75.0,36.0,53.0,"LW, RW, LM",Midfielder
68.0,66.0,73.0,75.0,33.0,55.0,"CAM, LM",Midfielder
61.0,69.0,70.0,71.0,73.0,76.0,"CM, CAM, CDM",Midfielder
41.0,47.0,49.0,48.0,72.0,79.0,CB,Defender
64.0,39.0,67.0,66.0,72.0,71.0,"CB, LB",Defender
72.0,62.0,68.0,73.0,73.0,72.0,"LM, LB",Defender
73.0,63.0,64.0,70.0,66.0,70.0,"LWB, LB",Defender
,,,,,,GK,Goalkeeper
,,,,,,GK,Goalkeeper
83.0,67.0,69.0,74.0,74.0,75.0,"CM, CDM, LM",Midfielder
87.0,65.0,67.0,74.0,58.0,60.0,"CAM, CM, CDM",Midfielder
70.0,70.0,71.0,73.0,34.0,49.0,"CAM, RM, CM",Midfielder
59.0,72.0,66.0,69.0,39.0,80.0,ST,Forward
64.0,69.0,74.0,73.0,55.0,62.0,"RM, LM",Midfielder
72.0,67.0,71.0,69.0,65.0,69.0,"RM, RB, LM",Defender
,,,,,,GK,Goalkeeper
70.0,70.0,71.0,70.0,66.0,73.0,"CM, CDM",Midfielder
71.0,60.0,65.0,69.0,70.0,79.0,"CDM, CM",Midfielder
37.0,51.0,47.0,43.0,74.0,73.0,CB,Defender
64.0,68.0,73.0,69.0,67.0,74.0,"CDM, CM",Midfielder
76.0,67.0,70.0,73.0,67.0,70.0,"LB, LM, CAM",Defender
80.0,65.0,64.0,75.0,20.0,61.0,"RM, RW, ST",Midfielder
,,,,,,GK,Goalkeeper
33.0,46.0,55.0,51.0,73.0,76.0,CB,Defender
90.0,72.0,66.0,73.0,46.0,79.0,"ST, CF",Forward
50.0,75.0,57.0,66.0,36.0,69.0,ST,Forward
39.0,48.0,57.0,63.0,73.0,73.0,CB,Defender
51.0,60.0,71.0,69.0,67.0,77.0,"CDM, CM, CB",Defender
64.0,68.0,77.0,77.0,57.0,61.0,"CM, CAM",Midfielder
68.0,43.0,67.0,65.0,69.0,75.0,"LWB, LB",Defender
66.0,72.0,55.0,71.0,32.0,69.0,ST,Forward
67.0,59.0,71.0,70.0,69.0,67.0,"LB, LWB",Defender
69.0,42.0,61.0,66.0,72.0,76.0,"RB, LB",Defender
56.0,67.0,73.0,71.0,66.0,67.0,CM,Midfielder
63.0,74.0,57.0,66.0,38.0,78.0,ST,Forward
80.0,72.0,65.0,75.0,29.0,66.0,"LM, ST",Midfielder
74.0,75.0,61.0,73.0,33.0,59.0,ST,Forward
66.0,63.0,69.0,64.0,65.0,76.0,"LB, LM",Defender
,,,,,,GK,Goalkeeper
81.0,63.0,69.0,68.0,65.0,75.0,RB,Defender
84.0,48.0,66.0,71.0,67.0,71.0,RB,Defender
86.0,57.0,64.0,73.0,67.0,65.0,"RB, LB",Defender
63.0,46.0,56.0,55.0,71.0,81.0,CB,Defender
69.0,57.0,56.0,54.0,74.0,75.0,"CB, CDM",Defender
69.0,41.0,60.0,61.0,72.0,74.0,"CB, LB",Defender
78.0,68.0,71.0,74.0,60.0,70.0,"CM, CAM",Midfielder
91.0,57.0,61.0,69.0,64.0,79.0,"RB, RW",Defender
61.0,35.0,53.0,58.0,73.0,77.0,CB,Defender
68.0,74.0,52.0,69.0,35.0,74.0,ST,Forward
53.0,57.0,64.0,70.0,70.0,76.0,"CDM, CM, CB",Defender
67.0,72.0,68.0,73.0,36.0,76.0,"ST, RM",Midfielder
86.0,71.0,66.0,71.0,49.0,76.0,"LM, ST, RM",Midfielder
67.0,65.0,73.0,73.0,40.0,67.0,"RM, LM, CAM",Midfielder
58.0,61.0,75.0,72.0,63.0,65.0,"CM, CDM",Midfielder
60.0,73.0,72.0,70.0,41.0,71.0,"ST, CAM",Midfielder
,,,,,,GK,Goalkeeper
77.0,69.0,67.0,71.0,42.0,73.0,"ST, RM, LM",Midfielder
80.0,73.0,65.0,75.0,47.0,77.0,"LM, ST",Midfielder
52.0,38.0,56.0,56.0,72.0,72.0,CB,Defender
76.0,31.0,64.0,67.0,67.0,79.0,RB,Defender
83.0,62.0,66.0,70.0,63.0,70.0,"RWB, RM, LWB",Defender
64.0,47.0,65.0,66.0,70.0,72.0,"CDM, CM",Midfielder
,,,,,,GK,Goalkeeper
69.0,51.0,65.0,69.0,70.0,67.0,"LB, CB",Defender
,,,,,,GK,Goalkeeper
53.0,29.0,49.0,52.0,73.0,68.0,CB,Defender
85.0,73.0,65.0,75.0,33.0,61.0,"ST, RM, LM",Midfielder
57.0,32.0,57.0,55.0,73.0,74.0,CB,Defender
63.0,68.0,74.0,74.0,66.0,65.0,"CM, CDM, CAM",Midfielder
64.0,67.0,67.0,69.0,70.0,72.0,CM,Midfielder
74.0,61.0,71.0,76.0,67.0,73.0,CM,Midfielder
67.0,71.0,68.0,73.0,50.0,67.0,"CAM, CM",Midfielder
71.0,48.0,54.0,64.0,71.0,76.0,"CB, RB",Defender
77.0,63.0,67.0,72.0,69.0,76.0,"CDM, CM",Midfielder
71.0,64.0,72.0,75.0,62.0,72.0,"CM, CAM",Midfielder
92.0,66.0,63.0,74.0,30.0,55.0,"LM, ST",Midfielder
64.0,70.0,75.0,75.0,41.0,58.0,"LM, CAM, CF",Midfielder
74.0,71.0,71.0,73.0,55.0,66.0,"CAM, CDM",Midfielder
72.0,68.0,67.0,75.0,39.0,68.0,"RM, LM",Midfielder
60.0,58.0,67.0,67.0,66.0,80.0,"CDM, CM",Midfielder
68.0,67.0,70.0,72.0,75.0,75.0,CM,Midfielder
73.0,63.0,66.0,70.0,70.0,69.0,"LB, LWB",Defender
,,,,,,GK,Goalkeeper
89.0,68.0,64.0,72.0,57.0,69.0,RM,Midfielder
49.0,54.0,72.0,72.0,66.0,70.0,"CDM, CM",Midfielder
82.0,72.0,71.0,71.0,38.0,74.0,"CAM, LW, RW",Midfielder
71.0,46.0,65.0,68.0,69.0,68.0,"LWB, LB",Defender
65.0,69.0,73.0,75.0,60.0,60.0,"CM, CDM",Midfielder
71.0,73.0,61.0,72.0,24.0,69.0,ST,Forward
77.0,61.0,66.0,72.0,69.0,67.0,"RB, RM, RWB",Defender
,,,,,,GK,Goalkeeper
58.0,47.0,64.0,67.0,71.0,72.0,"CDM, CM",Midfielder
78.0,63.0,69.0,79.0,24.0,37.0,"RM, LM",Midfielder
,,,,,,GK,Goalkeeper
63.0,65.0,73.0,73.0,56.0,58.0,"CM, CAM",Midfielder
82.0,60.0,66.0,74.0,65.0,50.0,RB,Defender
32.0,45.0,53.0,46.0,74.0,75.0,CB,Defender
,,,,,,GK,Goalkeeper
53.0,69.0,75.0,72.0,64.0,52.0,"CM, CDM",Midfielder
80.0,67.0,68.0,74.0,62.0,55.0,"RM, LM, RB",Defender
64.0,66.0,75.0,73.0,66.0,76.0,"CM, CDM, LM",Midfielder
64.0,67.0,77.0,80.0,55.0,65.0,"CM, CAM",Midfielder
76.0,60.0,71.0,72.0,61.0,78.0,"CM, CDM",Midfielder
83.0,68.0,67.0,75.0,34.0,55.0,"LM, RM",Midfielder
76.0,72.0,69.0,71.0,38.0,75.0,"ST, RW",Forward
85.0,68.0,72.0,75.0,37.0,43.0,"RM, LM, CM",Midfielder
41.0,30.0,54.0,53.0,72.0,83.0,CB,Defender
76.0,70.0,70.0,71.0,36.0,60.0,"LW, RW",Forward
72.0,71.0,66.0,77.0,36.0,63.0,"LM, CAM",Midfielder
68.0,72.0,59.0,68.0,27.0,77.0,ST,Forward
81.0,64.0,65.0,70.0,65.0,73.0,"RB, RM",Defender
48.0,47.0,73.0,65.0,63.0,74.0,"CDM, CM",Midfielder
65.0,67.0,68.0,70.0,71.0,76.0,CM,Midfielder
82.0,66.0,68.0,75.0,34.0,40.0,"LW, RW",Forward
69.0,59.0,73.0,73.0,60.0,62.0,"CM, CDM",Midfielder
53.0,56.0,66.0,65.0,72.0,73.0,"CB, LB",Defender
71.0,40.0,61.0,69.0,70.0,67.0,LB,Defender
58.0,71.0,61.0,66.0,37.0,83.0,ST,Forward
78.0,67.0,68.0,74.0,61.0,63.0,"RM, RWB",Defender
67.0,64.0,64.0,70.0,69.0,75.0,"CDM, CM",Midfielder
66.0,52.0,59.0,61.0,72.0,73.0,"CB, LB",Defender
75.0,62.0,72.0,77.0,65.0,66.0,"CAM, CM",Midfielder
63.0,64.0,72.0,74.0,66.0,68.0,"CM, CAM",Midfielder
76.0,72.0,48.0,70.0,27.0,71.0,ST,Forward
55.0,73.0,50.0,60.0,34.0,79.0,ST,Forward
42.0,28.0,51.0,53.0,71.0,86.0,CB,Defender
72.0,72.0,50.0,72.0,26.0,71.0,ST,Forward
77.0,71.0,69.0,69.0,51.0,80.0,"RM, LM, ST",Midfielder
80.0,65.0,64.0,71.0,66.0,80.0,RB,Defender
72.0,60.0,66.0,65.0,72.0,79.0,"CB, LB",Defender
66.0,71.0,70.0,74.0,50.0,63.0,CAM,Midfielder
84.0,71.0,67.0,72.0,37.0,63.0,"LM, ST, RM",Midfielder
74.0,69.0,73.0,71.0,68.0,72.0,"CM, CAM",Midfielder
62.0,74.0,61.0,66.0,36.0,88.0,ST,Forward
75.0,52.0,63.0,67.0,70.0,74.0,"CDM, CB, CM",Defender
85.0,66.0,68.0,72.0,44.0,67.0,"RW, LW",Forward
75.0,45.0,57.0,62.0,71.0,66.0,"RB, RWB",Defender
67.0,40.0,65.0,65.0,71.0,77.0,LB,Defender
55.0,36.0,49.0,51.0,74.0,75.0,CB,Defender
62.0,69.0,71.0,74.0,57.0,64.0,CM,Midfielder
68.0,72.0,72.0,73.0,52.0,63.0,"CF, CAM, ST",Midfielder
52.0,57.0,63.0,60.0,70.0,77.0,CB,Defender
73.0,60.0,65.0,71.0,69.0,62.0,"LB, RB",Defender
,,,,,,GK,Goalkeeper
78.0,65.0,70.0,75.0,44.0,63.0,"CAM, CF",Midfielder
80.0,70.0,70.0,74.0,40.0,62.0,"CAM, CM, RM",Midfielder
68.0,49.0,64.0,68.0,71.0,67.0,"RB, LB",Defender
68.0,66.0,70.0,74.0,36.0,57.0,"CAM, CM, LW",Midfielder
82.0,73.0,66.0,75.0,33.0,64.0,LM,Midfielder
39.0,56.0,59.0,58.0,74.0,80.0,"CDM, CM",Midfielder
48.0,60.0,70.0,68.0,70.0,77.0,"CDM, CM",Midfielder
68.0,60.0,71.0,72.0,67.0,70.0,"CDM, CM",Midfielder
65.0,60.0,67.0,66.0,68.0,73.0,"CDM, CM",Midfielder
71.0,65.0,71.0,72.0,66.0,60.0,"LWB, CM",Defender
67.0,46.0,56.0,58.0,72.0,75.0,CB,Defender
72.0,71.0,57.0,74.0,24.0,63.0,ST,Forward
55.0,70.0,71.0,75.0,70.0,66.0,"CM, CF",Midfielder
75.0,61.0,70.0,72.0,69.0,65.0,"LB, LWB, LM",Defender
52.0,75.0,60.0,68.0,30.0,79.0,ST,Forward
74.0,69.0,69.0,72.0,42.0,64.0,"RM, ST, LM",Midfielder
53.0,40.0,57.0,60.0,73.0,74.0,CB,Defender
75.0,68.0,71.0,72.0,46.0,67.0,RM,Midfielder
85.0,71.0,64.0,75.0,18.0,64.0,"RW, LW",Forward
59.0,48.0,59.0,62.0,72.0,75.0,"CB, LB",Defender
79.0,74.0,65.0,69.0,38.0,79.0,"LM, ST",Midfielder
57.0,72.0,64.0,66.0,38.0,74.0,ST,Forward
91.0,70.0,63.0,74.0,37.0,63.0,"LM, RM, LWB",Defender
77.0,68.0,72.0,69.0,65.0,76.0,LB,Defender
79.0,46.0,63.0,72.0,69.0,66.0,"LB, LWB",Defender
65.0,73.0,50.0,65.0,33.0,76.0,ST,Forward
70.0,70.0,70.0,78.0,47.0,60.0,"LW, LM",Midfielder
76.0,67.0,68.0,72.0,36.0,56.0,"LM, RM",Midfielder
63.0,67.0,72.0,70.0,61.0,71.0,"CM, CDM, CAM",Midfielder
74.0,65.0,70.0,79.0,34.0,48.0,RM,Midfielder
54.0,48.0,64.0,66.0,71.0,77.0,"CDM, CM",Midfielder
51.0,49.0,48.0,50.0,71.0,80.0,CB,Defender
51.0,73.0,55.0,67.0,42.0,83.0,ST,Forward
64.0,39.0,61.0,60.0,72.0,78.0,"CB, CDM",Defender
78.0,69.0,70.0,73.0,43.0,69.0,"ST, LM, CAM",Midfielder
81.0,68.0,67.0,74.0,48.0,68.0,"RM, RW, CM",Midfielder
82.0,70.0,64.0,75.0,33.0,57.0,"RW, RM",Midfielder
60.0,68.0,70.0,74.0,64.0,67.0,"CM, CDM, LM",Midfielder
61.0,45.0,66.0,65.0,69.0,80.0,CDM,Midfielder
,,,,,,GK,Goalkeeper
54.0,72.0,74.0,75.0,34.0,68.0,"CAM, CF, ST",Midfielder
63.0,62.0,65.0,67.0,73.0,76.0,"CB, CDM, CM",Defender
70.0,64.0,70.0,72.0,69.0,75.0,"CM, CDM",Midfielder
,,,,,,GK,Goalkeeper
74.0,66.0,68.0,74.0,40.0,63.0,RM,Midfielder
68.0,64.0,68.0,72.0,67.0,74.0,CM,Midfielder
89.0,69.0,50.0,68.0,33.0,77.0,ST,Forward
70.0,38.0,62.0,62.0,72.0,73.0,"CB, LB, RB",Defender
85.0,71.0,56.0,68.0,33.0,70.0,ST,Forward
58.0,35.0,56.0,62.0,75.0,64.0,"CB, RB, RM",Defender
82.0,65.0,70.0,74.0,55.0,68.0,"RM, RB",Defender
67.0,55.0,68.0,65.0,71.0,79.0,"CB, RB, CDM",Defender
69.0,67.0,69.0,72.0,68.0,72.0,"CDM, CM, CB",Defender
90.0,63.0,67.0,74.0,43.0,66.0,"LM, RM",Midfielder
73.0,63.0,70.0,70.0,66.0,73.0,RB,Defender
82.0,56.0,69.0,70.0,66.0,67.0,"LB, CB",Defender
76.0,67.0,71.0,74.0,34.0,50.0,"CAM, RW, LW",Midfielder
,,,,,,GK,Goalkeeper
74.0,51.0,59.0,63.0,71.0,81.0,"CB, LB, RB",Defender
72.0,71.0,74.0,72.0,65.0,70.0,"CAM, RM, LM",Midfielder
58.0,49.0,50.0,56.0,71.0,79.0,CB,Defender
72.0,75.0,58.0,63.0,33.0,76.0,ST,Forward
56.0,66.0,73.0,71.0,69.0,75.0,"CM, CDM",Midfielder
60.0,51.0,70.0,69.0,69.0,77.0,"CDM, CM",Midfielder
73.0,58.0,62.0,67.0,70.0,75.0,"LB, LWB, LM",Defender
40.0,59.0,53.0,52.0,73.0,73.0,CB,Defender
70.0,51.0,65.0,69.0,68.0,74.0,"RB, RM",Defender
79.0,26.0,52.0,65.0,69.0,76.0,RB,Defender
51.0,26.0,47.0,58.0,73.0,77.0,CB,Defender
60.0,41.0,59.0,54.0,73.0,75.0,CB,Defender
74.0,56.0,62.0,65.0,71.0,69.0,"RB, CB",Defender
72.0,53.0,65.0,68.0,67.0,69.0,LB,Defender
64.0,44.0,59.0,66.0,73.0,71.0,CB,Defender
82.0,73.0,53.0,63.0,25.0,79.0,ST,Forward
44.0,49.0,65.0,61.0,69.0,75.0,CDM,Midfielder
59.0,75.0,70.0,71.0,40.0,82.0,"LM, CAM, ST",Midfielder
78.0,43.0,61.0,71.0,66.0,60.0,"RB, LB",Defender
,,,,,,GK,Goalkeeper
57.0,70.0,70.0,70.0,65.0,71.0,"CM, CAM, CF",Midfielder
60.0,69.0,74.0,69.0,68.0,69.0,"CM, CDM, CAM",Midfielder
83.0,72.0,65.0,74.0,23.0,56.0,"ST, RM, LM",Midfielder
81.0,73.0,73.0,71.0,29.0,61.0,"LW, ST, RW",Forward
88.0,68.0,65.0,78.0,41.0,47.0,"RW, LW",Forward
73.0,49.0,63.0,62.0,67.0,66.0,RB,Defender
55.0,66.0,68.0,68.0,70.0,74.0,CM,Midfielder
64.0,75.0,65.0,76.0,30.0,62.0,ST,Forward
,,,,,,GK,Goalkeeper
77.0,60.0,64.0,70.0,69.0,83.0,"CDM, CM",Midfielder
74.0,72.0,64.0,72.0,33.0,67.0,"ST, CAM",Midfielder
75.0,68.0,72.0,73.0,52.0,68.0,"RW, CAM, RM",Midfielder
45.0,61.0,66.0,62.0,71.0,79.0,"CB, CDM",Defender
80.0,68.0,67.0,76.0,38.0,48.0,"LM, LW",Midfielder
